"sensors_started_@_09:59:13,443_time","sensors_started_@_09:59:13,443_lv6195","sensors_started_@_09:59:13,443_lv6282","sensors_started_@_09:59:13,443_iw4-0778-0-chan-3","sensors_started_@_09:59:13,443_iw4-0778-0-chan-4","sensors_started_@_09:59:13,443_a2120","sensors_started_@_09:59:13,443_a2121","sensors_started_@_09:59:13,443_a2122","sensors_started_@_09:59:13,443_iw4-0777-0-chan-4","sensors_started_@_10:00:59,910_time","sensors_started_@_10:00:59,910_lv6195","sensors_started_@_10:00:59,910_lv6282","sensors_started_@_10:00:59,910_iw4-0778-0-chan-3","sensors_started_@_10:00:59,910_iw4-0778-0-chan-4","sensors_started_@_10:00:59,910_a2120","sensors_started_@_10:00:59,910_a2121","sensors_started_@_10:00:59,910_a2122","sensors_started_@_10:00:59,910_iw4-0777-0-chan-4","sensors_started_@_10:13:44,437_time","sensors_started_@_10:13:44,437_a2120","sensors_started_@_10:13:44,437_a2121","sensors_started_@_10:13:44,437_a2122","sensors_started_@_10:13:44,437_iw4-0777-0-chan-4","sensors_started_@_10:13:44,437_lv6195","sensors_started_@_10:13:44,437_lv6282","sensors_started_@_10:13:44,437_iw4-0778-0-chan-3","sensors_started_@_10:13:44,437_iw4-0778-0-chan-4","sensors_started_@_10:15:43,240_time","sensors_started_@_10:15:43,240_a2120","sensors_started_@_10:15:43,240_a2121","sensors_started_@_10:15:43,240_a2122","sensors_started_@_10:15:43,240_iw4-0777-0-chan-4","sensors_started_@_10:15:43,240_lv6195","sensors_started_@_10:15:43,240_lv6282","sensors_started_@_10:15:43,240_iw4-0778-0-chan-3","sensors_started_@_10:15:43,240_iw4-0778-0-chan-4"
0.1,4.471721282849712e-05,8.324012257313978e-05,-0.0016218373784795,-0.0014227133942767,-0.0080137013147274,0.0037541797074178,0.0012072404225667,-0.0014855627669021,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2,3.800214423487587e-05,6.76047008406992e-05,-0.0016225875588133,-0.0014256928116083,-0.0045129254149893,0.0030276442567507,-0.0047225947181383,-0.001483324333094,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3,2.979486404607696e-05,5.867014503261697e-05,-0.0016218373784795,-0.0014227133942767,-0.0026341576750079,0.0044627795151124,0.0017573689421017,-0.0014855627669021,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4,2.2333689654866883e-05,3.856743084422004e-05,-0.0016233377391472,-0.0014219684526324,-0.0030889904747406,-0.0003324136914064,0.0035080095132191,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,1.561862106124563e-05,2.218744581720483e-05,-0.0016293389489874,-0.001420478685759,-0.0022884670334557,-0.0040410174832989,-0.0018131429950396,-0.0014892934123054,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,8.157563085357377e-06,1.3997453303697228e-05,-0.0016330897342413,-0.0014182440936565,-0.0001036820622781,-0.0034681293026854,0.0015729968746503,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7,2.1886002893249483e-06,2.829265819552062e-06,-0.0016293389489874,-0.0014219684526324,0.0029018374470372,-0.0032937065542986,0.0004229029019673,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7999999999999999,-1.5419286986191778e-06,-6.105260884699704e-06,-0.0016233377391472,-0.0014234582195058,0.0049324158889551,-0.0050597512008001,-0.0069824303189913,-0.0014892934123054,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8999999999999999,-5.272574101885131e-06,-1.5039816692781929e-05,-0.0016188367735594,-0.001416009501554,0.004518155225863,-0.0028176703335096,-0.0038083712259928,-0.0014855627669021,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-1.1241420482595733e-05,-2.322980920628953e-05,-0.0016165863489732,-0.0014100504340603,0.0020538542730112,0.0007592574848482,0.0019449149568875,-0.0014818320050835,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1,-1.944870067139464e-05,-3.0675252977137746e-05,-0.0016210871981456,-0.0014137747930362,-0.000122845886896,-0.0002289856628825,0.0023231585820515,-0.0014848165446892,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,-2.317934607466059e-05,-4.109889171862352e-05,-0.001624087919481,-0.0014197338605299,5.770962064464806e-05,0.0004183347492168,0.0023905863364537,-0.0014855627669021,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3,-2.765598086019354e-05,-5.003343297479052e-05,-0.0016203371342271,-0.0014182440936565,0.0010031575647493,0.0024824065777162,0.0008998890717824,-0.001483324333094,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,-3.43710494538148e-05,-5.598977926031995e-05,-0.0016195869538933,-0.0014174992684274,0.0019018940938015,0.0021655468891064,-8.793870608012067e-05,-0.0014863088726997,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5000000000000002,-3.810169485708075e-05,-6.492432051648694e-05,-0.0016218373784795,-0.0014167543267831,0.0033957457480331,0.0021715250487128,0.0013874103625615,-0.0014885473065078,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6000000000000003,-3.959389869123697e-05,-7.2369773988612e-05,-0.0016218373784795,-0.0014137747930362,0.0026521841064095,0.0028149262070655,0.0004876777529716,-0.0014863088726997,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7000000000000004,-4.4816755689680576e-05,-7.385886419797316e-05,-0.0016210871981456,-0.0014167543267831,9.4627495855093e-05,0.0030406024307012,-0.0001580938696861,-0.0014863088726997,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8000000000000005,-5.377002526074648e-05,-7.758158608339727e-05,-0.0016188367735594,-0.0014174992684274,0.0010574162006378,0.0036310972645878,0.0015930607914924,-0.0014885473065078,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9000000000000008,-5.750067066401243e-05,-8.651612733956426e-05,-0.0016203371342271,-0.0014167543267831,0.0025352779775857,0.0050549507141113,0.0004608929157257,-0.001490039518103,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0000000000000004,-5.675444845110178e-05,-9.321703691966832e-05,-0.001624087919481,-0.0014212236274033,0.0009333249181509,0.0039627370424568,-0.0009965002536773,-0.0014937702799215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1000000000000005,-5.973887164145708e-05,-9.247248817700891e-05,-0.0016188367735594,-0.0014167543267831,-0.0001471177674829,0.0004311269149184,0.0003818795084953,-0.0014937702799215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2000000000000006,-6.496172863990068e-05,-9.321703691966832e-05,-0.0016165863489732,-0.0014100504340603,-0.0008841776289045,0.0003674589097499,0.001810222864151,-0.001490039518103,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3000000000000007,-6.794615183025599e-05,-9.917339775711298e-05,-0.001624087919481,-0.0014174992684274,-0.0011185877956449,0.0026101735420525,0.0026833936572074,-0.0014915318461135,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.400000000000001,-6.943836342543364e-05,-0.0001051297585945,-0.0016270885244011,-0.0014212236274033,0.0007649268954992,0.0028690290637314,0.0007293745875358,-0.0014915318461135,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.500000000000001,-6.943836342543364e-05,-0.0001066188415279,-0.0016270885244011,-0.0014167543267831,0.0018351906910538,0.0025581633672118,-0.0012312680482864,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.600000000000001,-6.869237404316664e-05,-0.0001058743000612,-0.0016293389489874,-0.0014182440936565,0.0011268714442849,0.0033572968095541,0.0004181489348411,-0.0014885473065078,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.700000000000001,-7.466122042387724e-05,-0.0001103415706893,-0.0016285887686535,-0.0014167543267831,0.0006793057546019,0.0043229223228991,0.0001565888524055,-0.0014915318461135,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.800000000000001,-8.06302996352315e-05,-0.0001148088340414,-0.0016263383440673,-0.0014152645599097,0.0002778442576527,0.0031084548681974,0.0001567378640174,-0.0014937702799215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.900000000000001,-7.988407742232084e-05,-0.000113319751108,-0.0016248379833996,-0.001420478685759,-0.0002022022381424,0.0023398101329803,0.0027368143200874,-0.001493024174124,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0000000000000013,-8.212251123040915e-05,-0.0001162979315267,-0.0016218373784795,-0.0014189890353009,0.0008804854005575,0.0071870684623718,0.0020002946257591,-0.0014907857403159,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1000000000000014,-8.73451353982091e-05,-0.0001192761119455,-0.0016210871981456,-0.0014130299678072,0.0018199225887656,0.0109250750392675,0.001323826611042,-0.0014885473065078,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.200000000000001,-8.809135761111975e-05,-0.0001170424802694,-0.0016248379833996,-0.0014115402009338,-9.113457053899764e-05,0.0075212488882243,0.0029407367110252,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3000000000000016,-8.585292380303144e-05,-0.0001192761119455,-0.0016255881637334,-0.0014107953757047,-0.0021949890069663,0.0026439502835273,-0.0002282261848449,-0.0014907857403159,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4000000000000017,-8.585292380303144e-05,-0.0001207651948789,-0.0016203371342271,-0.0014115402009338,0.0002958076074719,0.0028742598369717,-0.0033710002899169,-0.0014915318461135,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5000000000000018,-8.43607122078538e-05,-0.0001177870144601,-0.0016203371342271,-0.0014152645599097,0.0044490303844213,0.0086278095841407,0.0016689077019691,-0.0014885473065078,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.600000000000002,-8.43607122078538e-05,-0.0001177870144601,-0.001624087919481,-0.0014122851425781,0.0029903277754783,0.0133949602022767,0.0044778883457183,-0.0014870549784973,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.700000000000002,-9.032979141920804e-05,-0.0001215097436215,-0.0016263383440673,-0.0014093056088313,0.0007132850587368,0.0128207560628652,0.0005937814712524,-0.0014878012007102,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.800000000000002,-9.5552415587008e-05,-0.0001282106532016,-0.001627838704735,-0.0014152645599097,0.0027813641354441,0.0075961253605782,-0.001494787633419,-0.0014907857403159,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.900000000000002,-9.853707160800695e-05,-0.0001319333678111,-0.0016293389489874,-0.0014167543267831,0.0023851422592997,0.0051827342249453,-0.0016562640666961,-0.001490039518103,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.000000000000002,-0.0001000292832031,-0.0001311888336203,-0.0016308393096551,-0.0014115402009338,-0.0004638559184968,0.0067860819399356,-0.0014679953455924,-0.0014870549784973,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.100000000000001,-9.77908493950963e-05,-0.000129699736135,-0.001627838704735,-0.0014145197346806,-0.0009515369310975,0.0074834367260336,-0.0008193701505661,-0.0014855627669021,,,,,,,,,,,,,,,,,,,,,,,,,,,
