"TOA5","10029","CR3000","10029","CR3000.Std.27.04","CPU:Final-24-06-2017.CR3","40325","Resumen"
"TIMESTAMP","RECORD","Strain(1)","Strain(2)","Strain(3)","Strain(4)","Strain(5)","Strain(6)","Strain_2(1)","Strain_2(2)"
"TS","RN","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2017-04-28 12:30:51.5",475,-47.21844,8.58622,6.459946,7.423881,9.180614,-1.378958,3.514758,-0.6019723
"2017-04-28 12:30:53",476,-47.25057,8.619987,6.785544,7.473848,8.99887,-1.297362,3.3985,-0.6834729
"2017-04-28 12:30:54.5",477,-47.20241,8.704359,6.525043,7.240551,9.089725,-1.330036,3.348641,-0.5693953
"2017-04-28 12:30:56",478,-47.29867,8.822528,6.915854,7.340544,9.053395,-1.362651,3.232383,-0.6671844
"2017-04-28 12:30:57.5",479,-47.30597,8.869535,6.252407,7.483757,9.159518,-1.33664,3.355246,-0.6073434
"2017-04-28 12:30:59",480,-47.32206,8.886435,6.464146,7.417075,9.250406,-1.352948,3.405045,-0.6562087
"2017-04-28 12:31:00.5",481,-47.17764,9.055209,6.464146,7.617061,9.159518,-1.401871,3.371845,-0.6562087
"2017-04-28 12:31:02",482,-47.3862,8.920172,6.659552,7.750365,9.086828,-1.369256,3.438304,-0.6073434
"2017-04-28 12:31:03.5",483,-47.3381,9.03831,7.082795,7.817047,9.177716,-1.385563,3.355246,-0.6073434
"2017-04-28 12:31:05",484,-47.3381,8.987676,7.229436,7.667028,9.432151,-1.369256,3.571162,-0.6562087
"2017-04-28 12:31:06.5",485,-47.37016,9.072078,6.773529,7.58369,9.232243,-1.385563,3.139329,-0.6236318
"2017-04-28 12:31:08",486,-47.45039,9.03831,6.903721,7.800332,9.232243,-1.450852,3.272187,-0.688844
"2017-04-28 12:31:09.5",487,-47.45039,9.072078,7.03403,7.567035,9.250406,-1.450852,3.355246,-0.6073434
"2017-04-28 12:31:11",488,-47.43436,8.987676,6.920054,7.55038,9.268572,-1.352948,3.355246,-0.6562087
"2017-04-28 12:31:12.5",489,-47.56268,9.021442,6.822293,7.533724,9.068664,-1.418237,3.388445,-0.6236318
"2017-04-28 12:31:14",490,-47.59475,9.021442,6.93627,7.55038,9.159518,-1.450852,3.255587,-0.6073434
"2017-04-28 12:31:15.5",491,-47.61079,9.021442,6.789744,7.58369,9.032302,-1.418237,3.205728,-0.688844
"2017-04-28 12:31:17",492,-47.75521,8.987676,6.838625,7.450387,9.195881,-1.46716,3.139329,-0.6562087
"2017-04-28 12:31:18.5",493,-47.69102,9.055209,7.001483,7.683683,9.068664,-1.450852,3.205728,-0.6399202
"2017-04-28 12:31:20",494,-47.70705,9.004573,6.51291,7.417075,9.032302,-1.46716,3.305387,-0.6399202
"2017-04-28 12:31:21.5",495,-47.77124,9.088946,6.529242,7.433731,9.123189,-1.483468,2.940012,-0.6399202
"2017-04-28 12:31:23",496,-47.65895,9.223984,6.594338,7.800332,9.068664,-1.434545,2.790554,-0.6236318
"2017-04-28 12:31:24.5",497,-47.32206,9.713408,7.148008,7.916979,9.632059,-1.434545,3.305387,-0.6724972
"2017-04-28 12:31:26",498,-47.24183,9.69654,6.301288,7.800332,9.704749,-1.173447,3.388445,-0.6236318
"2017-04-28 12:31:27.5",499,-47.41826,9.764045,7.734109,8.166991,9.468513,-1.418237,3.68742,-0.6073434
"2017-04-28 12:31:29",500,-47.12954,10.11846,7.53882,7.933694,9.959217,-1.206121,3.75382,-0.6399202
"2017-04-28 12:31:30.5",501,-47.06534,10.28724,7.375962,8.000317,10.23182,-1.46716,3.986396,-0.6399202
"2017-04-28 12:31:32",502,-46.90495,10.55728,7.506155,8.216959,9.813803,-1.516083,3.571162,-0.6073434
"2017-04-28 12:31:33.5",503,-47.04931,10.52354,7.441059,7.950351,9.959217,-1.287659,3.571162,-0.5747664
"2017-04-28 12:31:35",504,-47.24183,10.48978,6.806077,7.333738,9.850164,-1.369256,3.521303,-0.5421311
"2017-04-28 12:31:36.5",505,-45.14022,9.59527,6.838625,8.550247,9.377625,-1.33664,2.275662,-0.6236318
"2017-04-28 12:31:38",506,-47.55556,9.54025,6.677284,7.075548,7.99285,-1.328341,2.62884,-0.5975936
"2017-04-28 12:31:39.5",507,-48.3737,8.780781,6.709832,7.375467,8.374502,-1.148898,2.263466,-0.516093
"2017-04-28 12:31:41",508,-48.46996,8.831415,7.068095,7.425493,8.574443,-1.377322,2.495982,-0.6627474
"2017-04-28 12:31:42.5",509,-48.58226,8.89892,6.481878,7.158826,8.556247,-1.393629,2.263466,-0.5486699
"2017-04-28 12:31:44",510,-48.67852,8.696377,6.172495,6.975555,8.483555,-1.442552,2.429583,-0.5649583
"2017-04-28 12:31:45.5",511,-48.75874,8.612006,6.49821,6.975555,8.301811,-1.377322,2.047549,-0.5323814
"2017-04-28 12:31:47",512,-48.855,8.662641,6.107398,7.208851,8.247285,-1.344707,2.047549,-0.5649583
"2017-04-28 12:31:48.5",513,-48.80685,8.696377,6.709832,7.275474,8.483555,-1.312033,1.947891,-0.5812467
"2017-04-28 12:31:50",514,-48.77478,8.882021,6.384233,6.992211,8.392699,-1.328341,2.030949,-0.516093
"2017-04-28 12:31:51.5",515,-48.80685,9.017057,6.286472,6.725543,8.556247,-1.426245,2.246866,-0.6138821
"2017-04-28 12:31:53",516,-48.64645,9.236468,6.595855,6.858907,8.628936,-1.344707,2.230266,-0.4998045
"2017-04-28 12:31:54.5",517,-48.83892,9.185833,6.433114,6.975555,9.119641,-1.246802,1.931291,-0.5812467
"2017-04-28 12:31:56",518,-48.79081,8.966423,6.400565,6.675577,8.610772,-1.426245,2.246866,-0.5812467
"2017-04-28 12:31:57.5",519,-49.09563,8.713246,6.547091,6.625611,8.374502,-1.393629,2.030949,-0.516093
"2017-04-28 12:31:59",520,-49.11166,8.831415,6.188828,6.708888,8.429028,-1.442552,1.914691,-0.5486699
"2017-04-28 12:32:00.5",521,-49.09563,8.662641,6.823809,6.992211,8.574443,-1.409937,2.263466,-0.5323814
"2017-04-28 12:32:02",522,-49.03144,9.185833,6.579639,6.95884,8.592607,-1.409937,2.130607,-0.5323814
"2017-04-28 12:32:03.5",523,-49.04747,9.101431,6.889022,6.892218,8.88337,-1.475226,2.59564,-0.4998045
"2017-04-28 12:32:05",524,-49.09563,8.865152,6.677284,6.742259,8.865208,-1.344707,2.163807,-0.5486699
"2017-04-28 12:32:06.5",525,-49.36832,8.814517,6.465662,6.908873,8.81068,-1.377322,2.662099,-0.5649583
"2017-04-28 12:32:08",526,-49.40045,8.865152,6.612187,6.992211,9.010621,-1.442552,2.329924,-0.5486699
"2017-04-28 12:32:09.5",527,-49.48062,8.797648,6.758712,6.808881,8.865208,-1.393629,2.163807,-0.5323814
"2017-04-28 12:32:11",528,-49.59292,8.595108,6.02597,6.525618,8.683463,-1.377322,2.213666,-0.5323814
"2017-04-28 12:32:12.5",529,-49.65711,8.628874,6.351685,6.675577,8.70166,-1.328341,2.130607,-0.516093
"2017-04-28 12:32:14",530,-49.86567,8.527603,6.253923,6.658922,8.610772,-1.426245,2.147207,-0.4671693
"2017-04-28 12:32:15.5",531,-49.9298,8.443231,6.286472,6.77557,8.70166,-1.409937,2.147207,-0.5323814
"2017-04-28 12:32:17",532,-50.04313,8.459586,6.545341,6.707933,8.592184,-1.361949,2.029521,-0.484275
"2017-04-28 12:32:18.5",533,-50.01106,8.358346,6.073101,6.524662,8.628546,-1.361949,1.979722,-0.4353513
"2017-04-28 12:32:20",534,-50.28381,8.240176,6.691866,6.674622,8.464967,-1.42718,1.880063,-0.5005634
"2017-04-28 12:32:21.5",535,-50.26773,8.206439,6.235958,6.574629,8.537658,-1.476161,2.046121,-0.4516397
"2017-04-28 12:32:23",536,-50.44421,8.172671,6.642986,6.707933,8.428638,-1.378257,1.846864,-0.484275
"2017-04-28 12:32:24.5",537,-50.54047,8.020796,6.382483,6.591284,8.283223,-1.476161,1.763805,-0.4190628
"2017-04-28 12:32:26",538,-50.55651,8.037664,6.642986,6.707933,8.192368,-1.42718,1.614347,-0.4516397
"2017-04-28 12:32:27.5",539,-50.7169,7.919525,6.301054,6.491292,8.210532,-1.410872,1.630947,-0.4679282
"2017-04-28 12:32:29",540,-50.8292,7.885758,6.512793,6.574629,8.119677,-1.378257,1.564488,-0.3864859
"2017-04-28 12:32:30.5",541,-50.95759,7.801386,6.62677,6.457981,8.246894,-1.394565,1.481489,-0.3864859
"2017-04-28 12:32:32",542,-51.05385,7.700115,6.463912,6.491292,8.06515,-1.378257,1.46483,-0.4353513
"2017-04-28 12:32:33.5",543,-51.00569,7.700115,6.268506,6.324677,8.10148,-1.378257,1.498089,-0.4516397
"2017-04-28 12:32:35",544,-51.21425,7.581976,6.219742,6.391299,8.10148,-1.361949,1.381831,-0.484275
"2017-04-28 12:32:36.5",545,-51.34258,7.632612,6.49646,6.308022,8.010624,-1.42718,1.298772,-0.4353513
"2017-04-28 12:32:38",546,-51.37465,7.413202,5.82893,6.124691,7.992459,-1.410872,1.331972,-0.5331404
"2017-04-28 12:32:39.5",547,-51.45488,7.396333,6.235958,6.274651,8.010624,-1.312968,1.315372,-0.4516397
"2017-04-28 12:32:41",548,-51.39074,7.362566,5.82893,6.108036,8.083315,-1.345583,1.348572,-0.4190628
"2017-04-28 12:32:42.5",549,-51.56717,7.328829,6.15453,6.291366,8.046986,-1.329276,1.282172,-0.4353513
"2017-04-28 12:32:44",550,-51.67947,7.295063,6.349936,6.341333,8.083315,-1.361949,1.365171,-0.3864859
"2017-04-28 12:32:45.5",551,-51.77573,7.227559,6.268506,6.341333,8.028789,-1.378257,1.41503,-0.4679282
"2017-04-28 12:32:47",552,-51.83992,7.126288,6.284838,6.491292,8.028789,-1.345583,1.365171,-0.4027743
"2017-04-28 12:32:48.5",553,-51.90406,7.10942,6.105765,6.324677,7.992459,-1.410872,1.315372,-0.4353513
"2017-04-28 12:32:50",554,-52.03239,7.143186,6.268506,6.524662,7.974262,-1.345583,1.248913,-0.4190628
"2017-04-28 12:32:51.5",555,-52.09658,6.99128,6.33372,6.391299,8.10148,-1.378257,1.165914,-0.3701391
"2017-04-28 12:32:53",556,-52.2891,6.99128,6.349936,6.374644,7.974262,-1.296661,1.132655,-0.4190628
"2017-04-28 12:32:54.5",557,-52.2891,6.856273,6.235958,6.291366,7.865242,-1.280353,1.116055,-0.4679282
"2017-04-28 12:32:56",558,-52.35324,6.856273,6.20341,6.291366,7.792518,-1.394565,1.082855,-0.4516397
"2017-04-28 12:32:57.5",559,-52.42525,6.877192,6.282272,6.21567,7.832136,-1.419698,0.9945016,-0.4292796
"2017-04-28 12:32:59",560,-52.60174,6.725286,6.103082,6.249041,7.74128,-1.354468,0.8616436,-0.4129911
"2017-04-28 12:33:00.5",561,-52.52151,6.759053,5.89146,6.21567,7.777609,-1.387083,0.7951849,-0.3804142
"2017-04-28 12:33:02",562,-52.63381,6.624015,5.842579,5.982374,7.577701,-1.403391,0.8782434,-0.3967027
"2017-04-28 12:33:03.5",563,-52.71404,6.556511,5.940341,6.049055,7.632227,-1.354468,0.7619852,-0.3804142
"2017-04-28 12:33:05",564,-52.9065,6.556511,5.924009,6.049055,7.541372,-1.370775,0.695586,-0.3804142
"2017-04-28 12:33:06.5",565,-52.93863,6.522775,6.086866,5.88238,7.50501,-1.305486,0.6125273,-0.4455681
"2017-04-28 12:33:08",566,-52.9707,6.303365,5.924009,5.849069,7.432319,-1.321794,0.4796693,-0.4129911
"2017-04-28 12:33:09.5",567,-53.0188,6.337101,5.875128,6.015685,7.377792,-1.354468,0.3467517,-0.3804142
"2017-04-28 12:33:11",568,-53.17925,6.320233,5.956556,5.965718,7.450484,-1.370775,0.4464102,-0.3804142
"2017-04-28 12:33:12.5",569,-53.19528,6.286497,5.875128,5.982374,7.196049,-1.33816,0.4298103,-0.3967027
"2017-04-28 12:33:14",570,-53.37178,6.202094,5.744935,5.915751,7.286904,-1.321794,0.3467517,-0.3314905
"2017-04-28 12:33:15.5",571,-53.35574,6.303365,5.777483,5.765733,7.177884,-1.354468,0.4132105,-0.3967027
"2017-04-28 12:33:17",572,-53.45195,6.185225,5.728603,5.682455,7.086996,-1.305486,0.2969523,-0.3641258
"2017-04-28 12:33:18.5",573,-53.50011,6.13459,5.744935,5.649084,7.177884,-1.354468,0.2803525,-0.4455681
"2017-04-28 12:33:20",574,-53.53217,6.083955,5.582078,5.69911,7.141522,-1.370775,0.2304935,-0.315202
"2017-04-28 12:33:21.5",575,-53.6605,5.932049,5.663506,5.582462,7.10516,-1.321794,0.1640943,-0.3477789
"2017-04-28 12:33:23",576,-53.74073,5.948948,5.4681,5.682455,7.03247,-1.370775,0.1308946,-0.3477789
"2017-04-28 12:33:24.5",577,-53.7728,5.965816,5.4681,5.66574,6.99614,-1.321794,0.1142353,-0.3804142
"2017-04-28 12:33:26",578,-53.91722,5.813909,5.614625,5.749076,7.123358,-1.305486,-0.03522255,-0.3641258
"2017-04-28 12:33:27.5",579,-54.01348,5.797041,5.728603,5.715765,7.03247,-1.305486,0.1640943,-0.4292796
"2017-04-28 12:33:29",580,-54.06158,5.780173,5.549529,5.649084,7.086996,-1.289179,-0.06842219,-0.3967027
"2017-04-28 12:33:30.5",581,-54.02951,5.712639,5.484316,5.66574,7.10516,-1.272871,-0.03522255,-0.3314905
"2017-04-28 12:33:32",582,-54.04555,5.847676,5.435552,5.549091,6.905253,-1.370775,-0.1182811,-0.3314905
"2017-04-28 12:33:33.5",583,-54.14181,5.628266,5.370338,5.465814,6.905253,-1.387083,-0.1182811,-0.2989136
"2017-04-28 12:33:35",584,-54.12578,5.662004,5.500648,5.33245,6.959778,-1.272871,-0.2345394,-0.2663367
"2017-04-28 12:33:36.5",585,-54.25411,5.729537,5.533197,5.382476,6.832561,-1.321794,-0.2843388,-0.2826251
"2017-04-28 12:33:38",586,-54.31779,5.510369,5.354939,5.499543,6.905447,-1.272462,-0.01796826,-0.3148517
"2017-04-28 12:33:39.5",587,-54.33382,5.560975,5.436252,5.449576,6.869086,-1.386674,-0.1840259,-0.3963524
"2017-04-28 12:33:41",588,-54.44611,5.577873,5.550346,5.699528,6.796395,-1.28877,-0.3169435,-0.3474286
"2017-04-28 12:33:42.5",589,-54.43008,5.628509,5.338607,5.43292,6.94181,-1.272462,0.04849051,-0.3148517
"2017-04-28 12:33:44",590,-54.63864,5.476602,5.615442,5.532914,6.850921,-1.28877,-0.1176267,-0.3311402
"2017-04-28 12:33:45.5",591,-54.47824,5.560975,5.387488,5.332928,6.959974,-1.28877,-0.1840259,-0.2659864
"2017-04-28 12:33:47",592,-54.60657,5.544106,5.306059,5.382895,6.996304,-1.321385,-0.2338849,-0.2496979
"2017-04-28 12:33:48.5",593,-54.7349,5.510369,5.387488,5.416265,6.887283,-1.337693,-0.2006853,-0.3148517
"2017-04-28 12:33:50",594,-54.68679,5.459733,5.468916,5.332928,6.760066,-1.28877,-0.2504847,-0.3474286
"2017-04-28 12:33:51.5",595,-54.83116,5.544106,5.387488,5.382895,6.94181,-1.28877,-0.2836843,-0.3148517
"2017-04-28 12:33:53",596,-54.76696,5.3922,5.354939,5.332928,6.632816,-1.354,-0.3169435,-0.3474286
"2017-04-28 12:33:54.5",597,-54.91139,5.409099,5.306059,5.316272,6.814559,-1.256155,-0.3335433,-0.2822748
"2017-04-28 12:33:56",598,-54.91139,5.341595,5.22463,5.332928,6.651013,-1.321385,-0.3002842,-0.3148517
"2017-04-28 12:33:57.5",599,-54.91139,5.409099,5.371155,5.299557,6.687343,-1.239788,-0.3002842,-0.2659864
"2017-04-28 12:33:59",600,-54.97552,5.409099,5.273511,5.332928,6.723703,-1.272462,-0.4332017,-0.2985633
"2017-04-28 12:34:00.5",601,-55.00765,5.3922,5.468916,5.299557,6.614651,-1.337693,-0.3667429,-0.2985633
"2017-04-28 12:34:02",602,-55.03971,5.324696,5.289727,5.266246,6.705539,-1.305077,-0.4498015,-0.3637755
"2017-04-28 12:34:03.5",603,-55.15201,5.341595,5.175749,5.332928,6.669178,-1.28877,-0.3335433,-0.2985633
"2017-04-28 12:34:05",604,-55.20012,5.290959,5.289727,5.332928,6.887283,-1.337693,-0.3667429,-0.3474286
"2017-04-28 12:34:06.5",605,-55.18408,5.307827,5.240963,5.282901,6.796395,-1.321385,-0.3335433,-0.3311402
"2017-04-28 12:34:08",606,-55.3285,5.341595,5.240963,5.232935,6.741868,-1.321385,-0.3002842,-0.3800639
"2017-04-28 12:34:09.5",607,-55.21621,5.189689,5.273511,5.282901,6.596487,-1.370366,-0.3169435,-0.2822748
"2017-04-28 12:34:11",608,-55.20012,5.324696,5.126985,5.349584,6.705539,-1.321385,-0.3833428,-0.3474286
"2017-04-28 12:34:12.5",609,-55.3285,5.27406,5.192082,5.349584,6.687343,-1.386674,-0.3169435,-0.2985633
"2017-04-28 12:34:14",610,-55.31247,5.3922,5.322275,5.266246,6.705539,-1.305077,-0.3667429,-0.3474286
"2017-04-28 12:34:15.5",611,-55.40867,5.341595,5.338607,5.349584,6.705539,-1.272462,-0.2504847,-0.3148517
"2017-04-28 12:34:17",612,-55.49149,5.222156,5.301743,5.330481,6.686333,-1.340089,-0.3205133,-0.3493552
"2017-04-28 12:34:18.5",613,-55.42735,5.272791,5.28541,5.247143,6.595445,-1.340089,-0.3205133,-0.2516245
"2017-04-28 12:34:20",614,-55.49149,5.205287,5.350507,5.397162,6.777188,-1.291108,-0.3039135,-0.3330668
"2017-04-28 12:34:21.5",615,-55.50758,5.272791,5.269195,5.280513,6.722662,-1.291108,-0.3205133,-0.3167783
"2017-04-28 12:34:23",616,-55.55568,5.239024,5.28541,5.263858,6.795353,-1.389012,-0.2042551,-0.3004899
"2017-04-28 12:34:24.5",617,-55.63591,5.272791,5.28541,5.363791,6.686333,-1.307474,-0.2540545,-0.3493552
"2017-04-28 12:34:26",618,-55.65194,5.137784,5.269195,5.280513,6.595445,-1.340089,-0.2208549,-0.2516245
"2017-04-28 12:34:27.5",619,-55.7482,5.239024,5.334291,5.330481,6.795353,-1.340089,-0.2374547,-0.3493552
"2017-04-28 12:34:29",620,-55.76424,5.120885,5.220314,5.180521,6.722662,-1.340089,-0.3039135,-0.2842014
"2017-04-28 12:34:30.5",621,-55.76424,5.17152,5.236529,5.230488,6.722662,-1.356397,-0.2873137,-0.3004899
"2017-04-28 12:34:32",622,-55.8605,5.154652,5.171433,5.180521,6.759024,-1.323781,-0.2706544,-0.2189892
"2017-04-28 12:34:33.5",623,-55.92463,5.019644,5.138885,5.113839,6.81355,-1.323781,-0.2873137,-0.3004899
"2017-04-28 12:34:35",624,-55.98883,5.154652,5.28541,5.197176,6.704498,-1.372704,-0.2374547,-0.2352777
"2017-04-28 12:34:36.5",625,-55.94073,5.019644,5.203981,5.113839,6.759024,-1.356397,-0.2873137,-0.3167783
"2017-04-28 12:34:38",626,-55.9086,5.087148,5.090004,5.080528,6.795353,-1.307474,-0.1876553,-0.267913
"2017-04-28 12:34:39.5",627,-55.98883,5.002746,5.04124,5.063873,6.84988,-1.307474,-0.2374547,-0.267913
"2017-04-28 12:34:41",628,-56.08509,4.918374,5.122553,5.14715,6.740859,-1.340089,-0.3039135,-0.3330668
"2017-04-28 12:34:42.5",629,-56.03693,4.985878,5.187765,5.097183,6.795353,-1.2748,-0.2374547,-0.2027007
"2017-04-28 12:34:44",630,-56.13319,5.002746,5.171433,5.113839,6.704498,-1.2748,-0.2374547,-0.3167783
"2017-04-28 12:34:45.5",631,-56.13319,4.901505,5.155218,5.080528,6.704498,-1.323781,-0.2374547,-0.2352777
"2017-04-28 12:34:47",632,-56.27761,4.918374,5.057456,5.030502,6.795353,-1.307474,-0.2540545,-0.267913
"2017-04-28 12:34:48.5",633,-56.19739,5.053381,5.122553,5.097183,6.759024,-1.2748,-0.1543961,-0.3004899
"2017-04-28 12:34:50",634,-56.24549,4.918374,5.024908,4.947224,6.795353,-1.225877,-0.1876553,-0.3330668
"2017-04-28 12:34:51.5",635,-56.24549,4.969009,5.024908,5.080528,6.777188,-1.2748,-0.1876553,-0.2842014
"2017-04-28 12:34:53",636,-56.38991,4.884606,5.073788,5.047217,6.777188,-1.372704,-0.2374547,-0.1864123
"2017-04-28 12:34:54.5",637,-56.37387,4.800235,4.99236,4.980535,6.740859,-1.307474,-0.2706544,-0.267913
"2017-04-28 12:34:56",638,-56.38991,4.918374,5.090004,4.980535,6.831715,-1.291108,-0.1377963,-0.2189892
"2017-04-28 12:34:57.5",639,-56.43709,4.750052,4.993876,4.998086,6.904797,-1.273923,-0.2860047,-0.2345771
"2017-04-28 12:34:59",640,-56.4852,4.834455,4.977661,4.964775,6.759382,-1.290289,-0.1863464,-0.2672124
"2017-04-28 12:35:00.5",641,-56.51726,4.868192,4.961328,4.931405,6.904797,-1.273923,-0.1198876,-0.2509239
"2017-04-28 12:35:02",642,-56.53336,4.918827,4.961328,4.998086,6.868434,-1.339212,-0.1032877,-0.2509239
"2017-04-28 12:35:03.5",643,-56.50123,4.935696,4.831135,4.981431,6.868434,-1.371827,-0.08668794,-0.1857117
"2017-04-28 12:35:05",644,-56.45313,5.087601,5.124186,5.064768,6.941126,-1.322905,0.0461701,-0.2672124
"2017-04-28 12:35:06.5",645,-56.54939,5.00323,4.945112,5.048053,6.995652,-1.35552,-0.003629351,-0.2182886
"2017-04-28 12:35:08",646,-56.54939,5.070733,5.107853,5.13139,6.995652,-1.290289,0.07942923,-0.2020002
"2017-04-28 12:35:09.5",647,-56.45313,5.087601,5.173067,5.148046,7.068343,-1.306597,0.07942923,-0.2182886
"2017-04-28 12:35:11",648,-56.46916,5.138237,5.107853,5.181417,7.032014,-1.322905,0.09602906,-0.2020002
"2017-04-28 12:35:12.5",649,-56.51726,5.070733,4.945112,5.148046,7.104705,-1.273923,0.0461701,-0.2509239
"2017-04-28 12:35:14",650,-56.50123,5.172004,4.977661,5.231383,7.104705,-1.306597,0.1624283,-0.2509239
"2017-04-28 12:35:15.5",651,-56.4852,5.10447,4.831135,5.164701,7.159231,-1.290289,0.2122873,-0.2345771
"2017-04-28 12:35:17",652,-56.56542,5.121368,5.075305,5.13139,7.304613,-1.322905,0.0461701,-0.2672124
"2017-04-28 12:35:18.5",653,-56.54939,5.273244,5.107853,5.348032,7.304613,-1.322905,0.1624283,-0.2835009
"2017-04-28 12:35:20",654,-56.54939,5.256376,4.92878,5.248038,7.35914,-1.371827,0.1956875,-0.3160777
"2017-04-28 12:35:21.5",655,-56.62955,5.22264,5.254378,5.497991,7.6681,-1.339212,0.2786865,-0.2020002
"2017-04-28 12:35:23",656,-56.56542,5.172004,4.961328,5.364687,7.35914,-1.241308,0.2953458,-0.2835009
"2017-04-28 12:35:24.5",657,-56.61352,5.205741,5.22183,5.414713,7.559048,-1.241308,0.3285455,-0.2509239
"2017-04-28 12:35:26",658,-56.50123,5.374515,5.059089,5.664665,7.595409,-1.257616,0.3783449,-0.2835009
"2017-04-28 12:35:27.5",659,-56.54939,5.526422,5.580094,5.431368,7.649936,-1.257616,0.4780034,-0.3486546
"2017-04-28 12:35:29",660,-56.42106,5.492654,5.254378,5.597983,7.849844,-1.257616,0.6773202,-0.2835009
"2017-04-28 12:35:30.5",661,-56.58146,5.357647,5.433569,5.381342,7.777153,-1.371827,0.5444621,-0.2835009
"2017-04-28 12:35:32",662,-56.45313,5.577057,5.319592,5.514706,7.977061,-1.339212,0.6108614,-0.2997893
"2017-04-28 12:35:33.5",663,-56.43709,5.7627,5.514998,5.597983,7.922536,-1.322905,0.7105198,-0.3323662
"2017-04-28 12:35:35",664,-56.53336,5.560158,5.270711,5.481335,7.849844,-1.322905,0.6607203,-0.3160777
"2017-04-28 12:35:36.5",665,-56.50123,5.728933,5.596426,5.464679,8.122476,-1.388194,0.9264364,-0.3486546
"2017-04-28 12:35:38",666,-56.47249,5.768988,5.633991,5.759882,8.309299,-1.409177,0.9108481,-0.3392552
"2017-04-28 12:35:39.5",667,-56.5687,5.73522,5.780517,5.826564,8.127554,-1.360196,0.9108481,-0.3066199
"2017-04-28 12:35:41",668,-56.50456,5.617081,5.633991,5.69326,7.891284,-1.343888,0.7281311,-0.3555437
"2017-04-28 12:35:42.5",669,-56.48853,5.802754,5.633991,5.859875,8.163917,-1.360196,0.8443893,-0.3718321
"2017-04-28 12:35:44",670,-56.53663,5.768988,5.845613,5.959868,8.14572,-1.376504,0.8277895,-0.3881206
"2017-04-28 12:35:45.5",671,-56.52059,5.870258,5.487466,5.743226,8.309299,-1.343888,0.9606475,-0.3229084
"2017-04-28 12:35:47",672,-56.13555,6.325947,6.073567,6.076516,8.690983,-1.245984,1.40914,-0.3392552
"2017-04-28 12:35:48.5",673,-55.4297,7.304857,6.529592,6.293157,9.181688,-1.343888,1.807714,-0.3718321
"2017-04-28 12:35:50",674,-55.52591,7.220454,6.448163,6.376494,9.181688,-1.327581,1.973832,-0.3392552
"2017-04-28 12:35:51.5",675,-54.62754,8.486279,7.180906,6.843087,10.29035,-1.360196,2.887297,-0.274043
"2017-04-28 12:35:53",676,-54.2425,8.840727,7.473957,6.993106,10.65383,-1.441792,3.053415,-0.3066199
"2017-04-28 12:35:54.5",677,-54.32273,8.925098,7.685579,7.209747,10.83558,-1.39287,3.153073,-0.3229084
"2017-04-28 12:35:56",678,-54.01791,9.296414,7.946198,7.343051,11.03549,-1.294965,3.485248,-0.3392552
"2017-04-28 12:35:57.5",679,-53.71309,9.650862,8.108938,7.643029,11.43534,-1.4581,3.767564,-0.3718321
"2017-04-28 12:35:59",680,-53.4243,10.19092,8.418322,7.809644,11.83519,-1.376504,4.099739,-0.4044091
"2017-04-28 12:36:00.5",681,-53.11948,10.66351,8.63006,7.992975,12.36222,-1.39287,4.564831,-0.4369859
"2017-04-28 12:36:02",682,-52.7826,11.00106,8.923111,8.176305,12.87112,-1.425485,4.880406,-0.3392552
"2017-04-28 12:36:03.5",683,-52.68634,11.06856,8.792917,8.342919,13.07103,-1.360196,4.764148,-0.4044091
"2017-04-28 12:36:05",684,-52.70243,10.88292,8.695157,8.342919,12.72574,-1.376504,4.996664,-0.3881206
"2017-04-28 12:36:06.5",685,-52.79863,10.81542,8.695157,8.242927,12.83476,-1.39287,4.764148,-0.4206975
"2017-04-28 12:36:08",686,-52.81472,11.01793,8.809134,8.392946,12.83476,-1.343888,4.880406,-0.4369859
"2017-04-28 12:36:09.5",687,-52.76656,11.15296,8.923111,8.37629,12.94381,-1.507081,4.814006,-0.4696212
"2017-04-28 12:36:11",688,-52.73449,11.2711,8.890563,8.392946,13.05286,-1.441792,4.863747,-0.4369859
"2017-04-28 12:36:12.5",689,-52.59007,11.23734,9.020872,8.476222,13.19828,-1.507081,4.913606,-0.4206975
"2017-04-28 12:36:14",690,-52.47778,11.60865,9.199945,8.609587,13.43455,-1.490715,5.212521,-0.4369859
"2017-04-28 12:36:15.5",691,-52.34945,11.70992,9.265042,8.859538,13.68898,-1.474408,5.029864,-0.3718321
"2017-04-28 12:36:17",692,-52.45053,11.58937,9.322206,8.82169,13.4144,-1.511465,5.189317,-0.4405472
"2017-04-28 12:36:18.5",693,-52.72329,11.42059,8.94761,8.655076,13.26902,-1.511465,4.890282,-0.5057594
"2017-04-28 12:36:20",694,-52.64306,11.55563,9.077918,8.771724,13.25085,-1.527773,4.940142,-0.4405472
"2017-04-28 12:36:21.5",695,-52.64306,11.47123,9.094251,8.605049,13.19633,-1.495099,5.0232,-0.456894
"2017-04-28 12:36:23",696,-52.5468,11.62313,9.126799,8.921683,13.48709,-1.511465,5.156117,-0.5057594
"2017-04-28 12:36:24.5",697,-52.32221,11.92692,9.322206,8.97165,13.52345,-1.54408,5.288917,-0.489471
