"TOA5","10029","CR3000","10029","CR3000.Std.27.04","CPU:Final-24-06-2017.CR3","40325","Resumen"
"TIMESTAMP","RECORD","Strain(1)","Strain(2)","Strain(3)","Strain(4)","Strain(5)","Strain(6)","Strain_2(1)","Strain_2(2)"
"TS","RN","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain","microstrain"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2017-04-28 12:57:15.5",1531,-3.357664,-2.137357,-2.340205,-2.714729,-2.99091,0.2789831,-3.883941,0.2641181
"2017-04-28 12:57:17",1532,-3.357664,-2.272365,-2.714684,-2.881404,-2.881857,0.3279644,-3.767683,0.3129835
"2017-04-28 12:57:18.5",1533,-3.453926,-2.390504,-2.43785,-2.681418,-3.063601,0.4095609,-3.751023,0.2478297
"2017-04-28 12:57:20",1534,-3.534153,-2.306132,-2.470398,-2.948026,-3.136292,0.4258686,-3.867281,0.2314829
"2017-04-28 12:57:21.5",1535,-3.502085,-2.441139,-2.43785,-2.731385,-3.318035,0.4258686,-4.066599,0.2151944
"2017-04-28 12:57:23",1536,-3.582256,-2.390504,-2.48673,-2.731385,-3.263509,0.1647713,-4.049998,0.2641181
"2017-04-28 12:57:24.5",1537,-3.421858,-2.390504,-2.649471,-2.764755,-3.09993,0.2953492,-4.166256,0.2966951
"2017-04-28 12:57:26",1538,-3.662483,-2.525542,-3.056616,-3.414679,-3.172654,0.344272,-4.033399,0.2966951
"2017-04-28 12:57:27.5",1539,-3.758745,-2.373636,-2.633255,-2.998052,-3.027239,0.3279644,-4.249316,0.2151944
"2017-04-28 12:57:29",1540,-3.742711,-2.559278,-2.991519,-2.93137,-3.245345,0.2300602,-4.249316,0.2966951
"2017-04-28 12:57:30.5",1541,-3.806905,-2.441139,-3.15426,-2.998052,-3.09993,0.4095609,-4.216116,0.2804066
"2017-04-28 12:57:32",1542,-3.790813,-2.643681,-2.7309,-2.7481,-3.354397,0.2789831,-4.016799,0.3129835
"2017-04-28 12:57:33.5",1543,-3.806905,-2.660549,-3.268238,-2.948026,-3.154457,0.4095609,-4.282516,0.3129835
"2017-04-28 12:57:35",1544,-3.887074,-2.609914,-2.682136,-2.998052,-3.281674,0.3116568,-4.049998,0.2966951
"2017-04-28 12:57:36.5",1545,-3.903108,-2.559278,-2.405301,-2.964741,-3.318035,0.2789831,-4.133057,0.2804066
"2017-04-28 12:57:38",1546,-3.953337,-2.543468,-2.815945,-3.000022,-3.355244,0.5054778,-4.086173,0.2462534
"2017-04-28 12:57:39.5",1547,-3.905235,-2.610972,-2.734517,-3.016737,-3.627876,0.4076321,-4.185832,0.3114072
"2017-04-28 12:57:41",1548,-4.001497,-2.644739,-2.995019,-3.216663,-3.264388,0.2770542,-4.235631,0.2462534
"2017-04-28 12:57:42.5",1549,-4.033565,-2.678506,-2.962471,-3.333311,-3.427967,0.3749584,-4.368489,0.3114072
"2017-04-28 12:57:44",1550,-3.985463,-2.627871,-3.255522,-3.316656,-3.318914,0.4728625,-4.30209,0.2951188
"2017-04-28 12:57:45.5",1551,-3.985463,-2.594104,-3.076448,-3.183352,-3.40977,0.3586507,-4.31869,0.2951188
"2017-04-28 12:57:47",1552,-3.937303,-2.678506,-3.011352,-3.200007,-3.482493,0.3586507,-4.385088,0.2951188
"2017-04-28 12:57:48.5",1553,-4.145861,-2.74601,-3.141544,-3.366682,-3.573349,0.4239397,-4.385088,0.2299066
"2017-04-28 12:57:50",1554,-4.177929,-2.847281,-3.108996,-3.383337,-3.609711,0.391266,-4.468148,0.2951188
"2017-04-28 12:57:51.5",1555,-4.226088,-2.931653,-3.0439,-3.3,-3.755093,0.5054778,-4.601005,0.3114072
"2017-04-28 12:57:53",1556,-4.177929,-2.931653,-3.369499,-3.466675,-3.77329,0.4402473,-4.534606,0.3766194
"2017-04-28 12:57:54.5",1557,-4.242122,-3.066691,-3.418379,-3.749938,-3.700567,0.5381515,-4.567806,0.3440425
"2017-04-28 12:57:56",1558,-4.370452,-2.982288,-3.516141,-3.599978,-3.827784,0.4402473,-4.684064,0.3766194
"2017-04-28 12:57:57.5",1559,-4.402577,-2.948551,-3.662666,-3.6666,-3.88231,0.4239397,-4.717264,0.3766194
"2017-04-28 12:57:59",1560,-4.482748,-3.032923,-3.402047,-3.699971,-3.900507,0.5218439,-4.93318,0.3276957
"2017-04-28 12:58:00.5",1561,-4.482748,-3.049792,-3.727762,-3.733282,-3.991363,0.5870744,-4.94984,0.3276957
"2017-04-28 12:58:02",1562,-4.514874,-3.235465,-3.695214,-3.63329,-4.11858,0.4565549,-4.983039,0.3276957
"2017-04-28 12:58:03.5",1563,-4.579009,-3.252333,-3.825407,-4.116598,-4.11858,0.4891702,-5.016239,0.4091963
"2017-04-28 12:58:05",1564,-4.611077,-3.370472,-4.265099,-4.233246,-4.318521,0.668671,-5.115897,0.3929079
"2017-04-28 12:58:06.5",1565,-4.787567,-3.454875,-3.630117,-3.99995,-4.263995,0.5870744,-5.099297,0.2951188
"2017-04-28 12:58:08",1566,-4.739464,-3.437976,-3.955716,-3.983235,-4.391212,0.6197481,-5.331814,0.3440425
"2017-04-28 12:58:09.5",1567,-4.931988,-3.488612,-3.825407,-4.116598,-4.282159,0.6197481,-5.232155,0.3929079
"2017-04-28 12:58:11",1568,-4.867794,-3.454875,-4.102242,-4.383205,-4.482068,0.4402473,-5.331814,0.360331
"2017-04-28 12:58:12.5",1569,-5.092385,-3.488612,-3.776643,-4.18322,-4.572956,0.6197481,-5.448072,0.3440425
"2017-04-28 12:58:14",1570,-4.948022,-3.606751,-4.118574,-4.21659,-4.609318,0.4891702,-5.514531,0.3929079
"2017-04-28 12:58:15.5",1571,-5.124454,-3.589883,-4.086026,-4.299868,-4.736535,0.4076321,-5.647389,0.360331
"2017-04-28 12:58:17",1572,-5.181521,-3.755059,-4.073893,-4.326434,-4.697211,0.6915835,-5.803511,0.3494136
"2017-04-28 12:58:18.5",1573,-5.117385,-3.653789,-3.992465,-4.3764,-4.806264,0.561064,-5.703852,0.3819905
"2017-04-28 12:58:20",1574,-5.277783,-3.721293,-3.976132,-4.476393,-4.824429,0.495775,-5.604194,0.398279
"2017-04-28 12:58:21.5",1575,-5.341976,-3.788796,-4.041345,-4.443081,-4.824429,0.5121411,-5.670653,0.3494136
"2017-04-28 12:58:23",1576,-5.277783,-3.822563,-4.285515,-4.493048,-5.060731,0.4794674,-5.720511,0.3004899
"2017-04-28 12:58:24.5",1577,-5.341976,-3.788796,-4.285515,-4.643067,-5.133421,0.5284488,-5.803511,0.3819905
"2017-04-28 12:58:26",1578,-5.40617,-3.85633,-4.073893,-4.576385,-5.169751,0.4305446,-6.119086,0.3494136
"2017-04-28 12:58:27.5",1579,-5.438238,-3.906966,-4.480921,-4.843053,-5.09706,0.4794674,-5.786911,0.398279
"2017-04-28 12:58:29",1580,-5.40617,-3.906966,-4.220418,-4.40977,-4.915316,0.348948,-6.002828,0.3494136
"2017-04-28 12:58:30.5",1581,-5.422204,-3.906966,-4.464705,-4.509764,-4.842626,0.4631598,-5.637453,0.3330668
"2017-04-28 12:58:32",1582,-5.390078,-3.805695,-4.122774,-4.593041,-4.806264,0.3815633,-5.737111,0.3494136
"2017-04-28 12:58:33.5",1583,-5.325942,-3.738161,-3.813391,-4.626411,-4.824429,0.4794674,-5.654053,0.3657021
"2017-04-28 12:58:35",1584,-5.293874,-3.687526,-4.057561,-4.226441,-4.842626,0.348948,-5.770311,0.398279
"2017-04-28 12:58:36.5",1585,-5.181521,-3.771928,-4.480921,-4.55973,-4.751737,0.348948,-5.770311,0.3494136
"2017-04-28 12:58:38",1586,-5.40617,-3.687526,-3.797058,-4.126448,-4.679046,0.6099869,-5.537795,0.3494136
"2017-04-28 12:58:39.5",1587,-5.40617,-3.788796,-3.959916,-3.893151,-4.842626,0.4631598,-5.371677,0.3819905
"2017-04-28 12:58:41",1588,-5.40617,-3.687526,-3.683081,-3.993144,-4.424612,0.3652556,-5.554394,0.3330668
"2017-04-28 12:58:42.5",1589,-5.277783,-3.653789,-3.666749,-4.093137,-4.551829,0.4468522,-5.355078,0.3494136
"2017-04-28 12:58:44",1590,-5.35801,-3.687526,-3.666749,-4.093137,-4.497302,0.4468522,-5.404936,0.3330668
"2017-04-28 12:58:45.5",1591,-5.277783,-3.620022,-3.683081,-4.19313,-4.406415,0.414237,-5.537795,0.2516245
"2017-04-28 12:58:47",1592,-5.229681,-3.468116,-3.552772,-4.059766,-4.733572,0.5936792,-5.454736,0.3494136
"2017-04-28 12:58:48.5",1593,-5.277783,-3.518751,-3.601653,-4.043111,-4.442777,0.4305446,-5.404936,0.3494136
"2017-04-28 12:58:50",1594,-5.325942,-3.53565,-3.650533,-3.993144,-4.569993,0.2836591,-5.355078,0.3167783
"2017-04-28 12:58:51.5",1595,-5.293874,-3.41748,-3.797058,-4.176414,-4.170145,0.2999667,-5.305278,0.3167783
"2017-04-28 12:58:53",1596,-5.197612,-3.620022,-3.504008,-3.859781,-4.242836,0.495775,-5.238819,0.3004899
"2017-04-28 12:58:54.5",1597,-5.277783,-3.383744,-3.47146,-4.043111,-4.15198,0.2836591,-5.18902,0.2842014
"2017-04-28 12:58:56",1598,-5.341976,-3.383744,-3.520224,-4.0098,-4.097453,0.4631598,-5.205619,0.3004899
"2017-04-28 12:58:57.5",1599,-5.1175,-3.3163,-3.569337,-3.843304,-3.952104,0.3814464,-5.172598,0.3003731
"2017-04-28 12:58:59",1600,-5.197727,-3.333199,-3.667099,-3.893271,-4.079354,0.4140616,-5.07294,0.3166616
"2017-04-28 12:59:00.5",1601,-5.245887,-3.434439,-3.325168,-3.843304,-4.042992,0.332465,-5.05634,0.3492969
"2017-04-28 12:59:02",1602,-5.149625,-3.164394,-3.471693,-4.059945,-3.988466,0.397754,-5.10614,0.3166616
"2017-04-28 12:59:03.5",1603,-5.069398,-3.299432,-3.455361,-3.893271,-4.024827,0.397754,-5.10614,0.2840846
"2017-04-28 12:59:05",1604,-5.229853,-3.147526,-3.471693,-4.04329,-3.879413,0.3488311,-4.989882,0.33295
"2017-04-28 12:59:06.5",1605,-5.165659,-3.198161,-3.357716,-3.693285,-4.042992,0.4793505,-5.006481,0.3492969
"2017-04-28 12:59:08",1606,-5.213762,-3.198161,-3.455361,-3.826649,-3.843084,0.4140616,-4.956682,0.2677962
"2017-04-28 12:59:09.5",1607,-5.165659,-3.063154,-3.243739,-3.576637,-3.624978,0.2835422,-4.956682,0.3492969
"2017-04-28 12:59:11",1608,-5.053364,-3.181293,-3.259955,-3.31003,-3.643143,0.4140616,-4.690966,0.3166616
"2017-04-28 12:59:12.5",1609,-5.1175,-3.063154,-3.21119,-3.126699,-3.77036,0.4303692,-4.857023,0.3003731
"2017-04-28 12:59:14",1610,-5.005204,-3.029387,-3.325168,-3.659974,-3.788558,0.3488311,-4.757365,0.2840846
"2017-04-28 12:59:15.5",1611,-5.005204,-2.961883,-3.357716,-3.710001,-3.570452,0.4303692,-4.724165,0.2677962
"2017-04-28 12:59:17",1612,-4.98917,-2.928116,-3.243739,-3.293374,-3.588617,0.3814464,-4.757365,0.2351609
"2017-04-28 12:59:18.5",1613,-4.925034,-2.793108,-3.292503,-3.476644,-3.570452,0.397754,-4.591308,0.2840846
"2017-04-28 12:59:20",1614,-4.973136,-2.843714,-3.21119,-3.4933,-3.497761,0.397754,-4.674306,0.2677962
"2017-04-28 12:59:21.5",1615,-4.892909,-2.641202,-3.276287,-3.260003,-3.461399,0.4140616,-4.591308,0.3166616
"2017-04-28 12:59:23",1616,-4.764579,-2.691838,-3.308835,-3.626663,-3.406873,0.3161574,-4.641107,0.2351609
"2017-04-28 12:59:24.5",1617,-4.732511,-2.573668,-3.064549,-3.226692,-3.443234,0.2509269,-4.475049,0.2677962
"2017-04-28 12:59:26",1618,-4.700385,-2.523063,-3.357716,-3.193381,-3.206964,0.2998498,-4.292333,0.2677962
"2017-04-28 12:59:27.5",1619,-4.620215,-2.455529,-3.21119,-2.943369,-3.316017,0.3814464,-4.45839,0.2351609
"2017-04-28 12:59:29",1620,-4.556021,-2.472427,-3.21119,-3.010051,-3.007023,0.3814464,-4.40859,0.2840846
"2017-04-28 12:59:30.5",1621,-4.507919,-2.33739,-3.113429,-3.210037,-3.043386,0.3488311,-4.607907,0.2840846
"2017-04-28 12:59:32",1622,-4.491827,-2.371157,-3.015785,-2.710073,-3.043386,0.332465,-4.176074,0.2677962
"2017-04-28 12:59:33.5",1623,-4.539987,-2.286755,-2.901807,-2.926714,-2.843445,0.4466768,-4.159474,0.2840846
"2017-04-28 12:59:35",1624,-4.507919,-2.185484,-3.032001,-3.426677,-2.843445,0.2998498,-4.325532,0.2677962
"2017-04-28 12:59:36.5",1625,-4.45976,-2.303653,-3.129762,-2.943369,-2.988859,0.2672346,-4.126215,0.2515077
"2017-04-28 12:59:38",1626,-4.334419,-2.153289,-3.297636,-2.996261,-2.808385,0.3133518,-4.246698,0.3143847
"2017-04-28 12:59:39.5",1627,-4.334419,-2.119522,-3.102346,-2.729653,-2.790188,0.4275636,-4.213498,0.2818078
"2017-04-28 12:59:41",1628,-4.318385,-2.119522,-2.630106,-2.413019,-2.808385,0.2644289,-4.180298,0.2492308
"2017-04-28 12:59:42.5",1629,-4.350452,-2.001382,-3.020918,-2.712998,-2.66297,0.411256,-4.11384,0.2818078
"2017-04-28 12:59:44",1630,-4.366544,-2.018251,-2.874276,-2.579634,-2.59028,0.411256,-4.014181,0.2165956
"2017-04-28 12:59:45.5",1631,-4.318385,-2.018251,-2.906941,-2.346338,-2.517589,0.476545,-4.213498,0.2165956
"2017-04-28 12:59:47",1632,-4.238156,-1.866345,-2.744083,-2.762964,-2.517589,0.3949484,-4.09724,0.232884
"2017-04-28 12:59:48.5",1633,-4.318385,-1.900112,-2.85806,-2.529668,-2.517589,0.3623331,-4.147039,0.2492308
"2017-04-28 12:59:50",1634,-4.286316,-1.866345,-2.597558,-2.729653,-2.644806,0.4439297,-4.04738,0.2818078
"2017-04-28 12:59:51.5",1635,-4.157987,-1.849476,-2.841727,-2.979605,-2.66297,0.3296595,-4.213498,0.232884
"2017-04-28 12:59:53",1636,-4.141895,-1.815709,-2.385819,-3.162935,-2.753858,0.4928525,-4.13044,0.232884
"2017-04-28 12:59:54.5",1637,-4.270282,-1.798841,-2.630106,-2.362993,-2.89924,0.476545,-4.213498,0.2655193
"2017-04-28 12:59:56",1638,-4.47884,-2.102653,-2.630106,-2.796276,-2.699332,0.4602373,-4.346356,0.232884
"2017-04-28 12:59:57.5",1639,-4.60717,-2.254529,-2.825512,-2.979605,-3.135511,0.4439297,-4.595532,0.2980962
"2017-04-28 12:59:59",1640,-4.911988,-2.642744,-3.427945,-3.51288,-3.53536,0.4275636,-4.927707,0.3143847
"2017-04-28 13:00:00.5",1641,-5.088478,-2.997161,-3.427945,-3.396232,-4.080591,0.4275636,-5.409339,0.2980962
"2017-04-28 13:00:02",1642,-5.585763,-3.385346,-4.160688,-4.012844,-5.007506,0.5091602,-5.974031,0.2818078
"2017-04-28 13:00:03.5",1643,-6.275629,-4.144846,-4.92598,-4.662767,-5.916225,0.6070644,-6.854356,0.2492308
"2017-04-28 13:00:05",1644,-6.917335,-5.005618,-5.675056,-5.429339,-6.734088,0.5254678,-7.518706,0.2818078
"2017-04-28 13:00:06.5",1645,-7.334449,-5.562577,-6.147179,-5.82925,-7.679169,0.5254678,-8.183057,0.2818078
"2017-04-28 13:00:08",1646,-7.86386,-6.187039,-6.977684,-6.845833,-8.151742,0.5254678,-8.498631,0.2165956
"2017-04-28 13:00:09.5",1647,-8.200805,-6.558356,-7.091661,-6.595881,-8.915078,0.476545,-9.162981,0.2655193
"2017-04-28 13:00:11",1648,-9.147329,-7.689172,-8.378074,-8.095653,-10.3327,0.476545,-10.1595,0.2655193
"2017-04-28 13:00:12.5",1649,-10.12592,-8.786222,-9.762131,-8.928906,-11.80485,0.6723533,-11.52146,0.2492308
"2017-04-28 13:00:14",1650,-11.16871,-10.06894,-11.17874,-10.52873,-13.29516,0.6070644,-12.94982,0.2655193
"2017-04-28 13:00:15.5",1651,-12.86929,-12.0605,-13.36063,-12.62852,-15.62153,0.4275636,-15.19205,0.2980962
"2017-04-28 13:00:17",1652,-14.7589,-14.05037,-15.78098,-15.24158,-18.47357,0.3818555,-17.62877,0.3333003
"2017-04-28 13:00:18.5",1653,-16.60384,-15.99132,-17.70238,-16.87472,-20.45462,0.1860472,-19.88759,0.251858
"2017-04-28 13:00:20",1654,-18.41673,-17.76347,-19.99837,-19.47447,-23.45344,0.1534319,-22.36239,0.3170119
"2017-04-28 13:00:21.5",1655,-19.58784,-18.62424,-21.96865,-20.64101,-25.05283,0.2187208,-24.02327,0.251858
"2017-04-28 13:00:23",1656,-20.21351,-19.53565,-22.61996,-21.0743,-26.28871,0.2676437,-24.63782,0.251858
"2017-04-28 13:00:24.5",1657,-20.37397,-19.50191,-23.02699,-21.90749,-26.61585,0.1371243,-25.21911,0.1866458
"2017-04-28 13:00:26",1658,-20.13329,-19.04619,-22.65251,-21.67419,-26.43411,0.2513361,-25.48488,0.251858
"2017-04-28 13:00:27.5",1659,-20.4381,-19.65378,-23.18984,-22.04086,-27.0157,0.2023548,-25.00319,0.2192227
"2017-04-28 13:00:29",1660,-20.27771,-19.3331,-22.91301,-21.50758,-26.63403,0.1534319,-24.93679,0.1866458
"2017-04-28 13:00:30.5",1661,-20.34184,-19.51878,-22.97811,-21.62423,-26.48864,0.2513361,-25.00319,0.2192227
"2017-04-28 13:00:32",1662,-20.19748,-19.41751,-22.66872,-21.5742,-26.79759,0.2350285,-24.83714,0.1540689
"2017-04-28 13:00:33.5",1663,-20.02099,-19.1981,-22.97811,-21.8075,-26.3614,0.2187208,-24.67102,0.1377221
"2017-04-28 13:00:35",1664,-20.19748,-19.2825,-22.92934,-21.60757,-26.47045,0.1860472,-24.80394,0.1703574
"2017-04-28 13:00:36.5",1665,-20.05311,-19.18123,-22.7827,-21.5742,-26.54316,0.2187208,-24.87033,0.1703574
"2017-04-28 13:00:38",1666,-20.06915,-19.24873,-22.58741,-21.35756,-26.56133,0.3329327,-24.77068,0.1866458
"2017-04-28 13:00:39.5",1667,-19.97289,-19.09682,-22.88046,-21.70757,-26.17966,0.2676437,-24.75408,0.1540689
"2017-04-28 13:00:41",1668,-20.05311,-19.09682,-22.96189,-21.55754,-25.92521,0.3981631,-24.70428,0.1377221
"2017-04-28 13:00:42.5",1669,-19.98892,-19.13059,-22.99444,-21.29094,-25.97973,0.4634521,-24.70428,0.1214336
"2017-04-28 13:00:44",1670,-19.87663,-18.99555,-22.53853,-21.35756,-26.25237,0.1697395,-24.4385,0.1377221
"2017-04-28 13:00:45.5",1671,-19.94082,-18.97869,-21.91977,-21.4409,-26.01608,0.3166251,-24.4053,0.1540689
"2017-04-28 13:00:47",1672,-19.78036,-18.84365,-22.37567,-21.00761,-25.87068,0.2676437,-24.25578,0.1051452
"2017-04-28 13:00:48.5",1673,-19.76433,-18.91118,-22.29424,-21.52423,-25.81617,0.3981631,-24.17278,0.08885673
"2017-04-28 13:00:50",1674,-19.74829,-18.77614,-22.27803,-21.14092,-25.85251,0.3655479,-24.25578,0.1214336
"2017-04-28 13:00:51.5",1675,-19.6841,-18.67488,-22.11517,-20.60764,-25.79799,0.2187208,-24.17278,0.08885673
"2017-04-28 13:00:53",1676,-19.57181,-18.79301,-22.14772,-21.00761,-26.05244,0.4145292,-24.30564,0.1051452
"2017-04-28 13:00:54.5",1677,-19.53974,-18.70864,-21.85467,-20.67432,-25.47085,0.2839513,-23.82395,0.08885673
"2017-04-28 13:00:56",1678,-19.50761,-18.5905,-22.14772,-20.60764,-25.79799,0.3166251,-24.03987,0.1051452
"2017-04-28 13:00:57.5",1679,-19.40865,-18.50474,-21.83367,-20.58842,-25.68788,0.2376003,-24.06926,0.07467001
"2017-04-28 13:00:59",1680,-19.36055,-18.4541,-21.83367,-20.65504,-25.74239,0.1070809,-24.06926,0.05838155
"2017-04-28 13:01:00.5",1681,-19.39262,-18.3866,-21.78479,-20.47177,-25.70604,0.2865232,-24.03606,0.1235354
"2017-04-28 13:01:02",1682,-19.34446,-18.3191,-21.83367,-20.57171,-25.66968,0.2212927,-24.00286,0.05838155
"2017-04-28 13:01:03.5",1683,-19.23216,-18.16719,-21.71969,-20.60508,-25.5243,0.09077325,-23.87,0.07467001
"2017-04-28 13:01:05",1684,-19.1359,-18.26846,-21.63826,-20.47177,-25.59699,0.1560037,-23.87,0.09095847
"2017-04-28 13:01:06.5",1685,-19.0878,-18.15032,-21.62193,-20.68842,-25.56063,0.2212927,-23.73709,0.02574627
"2017-04-28 13:01:08",1686,-19.07176,-18.01528,-21.57317,-20.15514,-25.41525,0.05809955,-23.73709,0.0420931
"2017-04-28 13:01:09.5",1687,-18.99154,-17.99842,-21.36143,-20.33841,-25.59699,0.04179193,-23.75368,0.1072469
"2017-04-28 13:01:11",1688,-18.84717,-17.93091,-21.31255,-20.22176,-25.21531,0.1723114,-23.63743,0.009457812
"2017-04-28 13:01:12.5",1689,-18.83108,-17.94778,-21.39398,-20.40509,-25.43341,0.1070809,-23.68729,0.009457812
"2017-04-28 13:01:14",1690,-18.71878,-17.76211,-20.93807,-20.15514,-25.17898,0.1886774,-23.72049,0.05838155
"2017-04-28 13:01:15.5",1691,-18.67068,-17.76211,-21.31255,-20.47177,-25.48794,0.09077325,-23.53777,0.009457812
"2017-04-28 13:01:17",1692,-18.62252,-17.64397,-21.26378,-20.18845,-24.99723,0.1723114,-23.72049,0.009457812
"2017-04-28 13:01:18.5",1693,-18.46212,-17.39082,-21.44286,-20.25507,-25.19714,-0.007130931,-23.58763,0.07467001
"2017-04-28 13:01:20",1694,-18.3177,-17.28955,-21.08459,-19.40516,-24.81549,0.07440717,-23.33851,0.02574627
"2017-04-28 13:01:21.5",1695,-18.2696,-17.28955,-20.84043,-19.75517,-25.03356,-0.007130931,-23.43811,-0.006830642
"2017-04-28 13:01:23",1696,-18.20541,-17.08701,-20.87297,-19.32189,-24.88818,0.09077325,-23.37171,-0.0231191
"2017-04-28 13:01:24.5",1697,-18.12518,-17.0195,-20.49849,-19.4885,-24.83365,-0.1050351,-23.13919,-0.006830642
"2017-04-28 13:01:26",1698,-17.83645,-16.88447,-20.88919,-19.82179,-24.76096,-0.2029393,-23.25545,-0.0231191
"2017-04-28 13:01:27.5",1699,-17.77226,-16.66506,-20.61247,-19.27186,-24.79729,-0.1866316,-22.98968,-0.05569601
"2017-04-28 13:01:29",1700,-17.78829,-16.58066,-20.67756,-19.17187,-24.68824,0.07440717,-23.13919,-0.03940755
"2017-04-28 13:01:30.5",1701,-17.676,-16.51315,-20.07502,-19.22189,-24.61555,0.02548431,-23.03954,-0.03940755
"2017-04-28 13:01:32",1702,-17.54767,-16.37814,-20.56359,-19.3552,-24.48833,-0.05611224,-22.82362,-0.05569601
"2017-04-28 13:01:33.5",1703,-17.5637,-16.26,-20.28675,-19.1219,-24.19754,-0.1213427,-22.6409,-0.03940755
"2017-04-28 13:01:35",1704,-17.43537,-16.0912,-20.40073,-18.95522,-24.17937,0.02548431,-22.80702,-0.0883313
"2017-04-28 13:01:36.5",1705,-17.30698,-16.00683,-20.07502,-18.5386,-24.34292,-0.007130931,-22.6575,-0.0231191
"2017-04-28 13:01:38",1706,-17.17653,-15.98887,-19.90866,-18.93654,-23.88773,-0.07043255,-22.73759,-0.02148441
"2017-04-28 13:01:39.5",1707,-17.0963,-15.9045,-20.13661,-18.86992,-24.3421,-0.1683367,-22.57147,-0.05406132
"2017-04-28 13:01:41",1708,-16.95194,-15.65132,-19.64804,-18.66994,-23.99678,-0.1030478,-22.45521,-0.1029851
"2017-04-28 13:01:42.5",1709,-16.90384,-15.56692,-19.69692,-18.25331,-23.90589,-0.08674018,-22.43861,-0.03777286
"2017-04-28 13:01:44",1710,-16.85568,-15.34751,-19.58294,-18.3533,-23.79684,-0.005143623,-22.47181,-0.07040816
"2017-04-28 13:01:45.5",1711,-16.67919,-15.36441,-19.77835,-18.56994,-23.90589,-0.03775886,-22.45521,-0.1192735
"2017-04-28 13:01:47",1712,-16.72735,-15.29687,-19.59928,-18.40327,-23.8332,-0.005143623,-22.58807,-0.08669661
"2017-04-28 13:01:48.5",1713,-16.51879,-15.07746,-19.43642,-18.15331,-23.77868,-0.05406649,-22.45521,-0.08669661
"2017-04-28 13:01:50",1714,-16.48666,-15.11123,-19.77835,-18.26996,-23.6151,-0.02145124,-22.32235,-0.1192735
"2017-04-28 13:01:51.5",1715,-16.47063,-15.0606,-19.69692,-18.3533,-23.6151,-0.02145124,-22.47181,-0.1518504
"2017-04-28 13:01:53",1716,-16.42253,-14.87495,-19.06182,-18.10329,-23.56057,-0.02145124,-22.25589,-0.135562
"2017-04-28 13:01:54.5",1717,-16.37437,-14.90869,-19.1107,-18.02001,-23.45152,-0.07043255,-22.12304,-0.1518504
"2017-04-28 13:01:56",1718,-16.32627,-14.79055,-18.96418,-18.13666,-23.72415,0.07645294,-22.40541,-0.1518504
"2017-04-28 13:01:57.5",1719,-16.3423,-14.84119,-18.93163,-18.02001,-23.66962,-0.005143623,-22.20609,-0.1029851
"2017-04-28 13:01:59",1720,-16.24604,-14.75678,-18.94784,-17.95333,-23.52421,-0.02145124,-22.08984,-0.1029851
"2017-04-28 13:02:00.5",1721,-16.19794,-14.80742,-18.94784,-17.88665,-23.41515,-0.02145124,-22.08984,-0.1192735
"2017-04-28 13:02:02",1722,-16.23,-14.72305,-18.96418,-17.85333,-23.36066,-0.005143623,-22.22269,-0.1192735
"2017-04-28 13:02:03.5",1723,-16.19794,-14.70615,-19.07816,-17.83668,-23.26977,-0.05406649,-22.20609,-0.08669661
"2017-04-28 13:02:05",1724,-16.10167,-14.67241,-18.9153,-17.85333,-23.36066,0.06014531,-22.15623,-0.1681973
"2017-04-28 13:02:06.5",1725,-16.06955,-14.63864,-18.89908,-17.86999,-23.41515,-0.03775886,-22.1895,-0.1518504
"2017-04-28 13:02:08",1726,-16.14978,-14.50364,-19.12704,-17.85333,-23.30613,-0.07043255,-22.12304,-0.1192735
"2017-04-28 13:02:09.5",1727,-16.10167,-14.60488,-18.86642,-17.47002,-23.28794,0.02747162,-22.20609,-0.1029851
"2017-04-28 13:02:11",1728,-16.05351,-14.53737,-18.75244,-17.85333,-23.17888,0.02747162,-22.1895,-0.1518504
"2017-04-28 13:02:12.5",1729,-16.05351,-14.48674,-18.93163,-17.88665,-23.3243,-0.05406649,-22.12304,-0.1681973
"2017-04-28 13:02:14",1730,-16.06955,-14.48674,-18.88275,-17.37003,-23.05167,0.06014531,-21.92372,-0.1192735
"2017-04-28 13:02:15.5",1731,-16.05351,-14.57114,-19.33866,-18.08663,-23.06983,-0.05406649,-21.89052,-0.1518504
"2017-04-28 13:02:17",1732,-15.95553,-14.43523,-18.63554,-17.38507,-23.05098,-0.08510357,-21.87148,-0.1668545
"2017-04-28 13:02:18.5",1733,-16.13202,-14.41836,-18.87971,-17.51838,-22.92376,-0.1340264,-21.78842,-0.1668545
"2017-04-28 13:02:20",1734,-16.01966,-14.46899,-18.55412,-17.58506,-22.90557,0.0454743,-21.95448,-0.1342192
"2017-04-28 13:02:21.5",1735,-15.8753,-14.33395,-18.63554,-17.53503,-22.96009,-0.1014112,-21.83822,-0.1342192
"2017-04-28 13:02:23",1736,-15.84323,-14.33395,-18.9286,-17.81835,-22.90557,0.01280061,-21.92128,-0.1342192
"2017-04-28 13:02:24.5",1737,-15.9876,-14.40149,-19.43338,-18.25163,-22.79651,0.1433785,-22.00434,-0.1668545
"2017-04-28 13:02:26",1738,-15.9876,-14.38459,-18.74952,-17.60171,-22.90557,0.1107048,-21.92128,-0.1016423
